identifiant;titre;description;catégorie de produits google;catégorie;lien;lien image;état;disponibilité;prix;prix soldé;marque;gtin;mpn;livraison
4321;The kid’s bento lunch box - MB Tresor yellow Moutarde;At school, at the gym or outdoors: Kids can now eat wherever they want too thanks to the MB Tresor lunch box. This kids’ lunch box is specially designed for the little gourmets on-the-go and enables to protect, transport, and eat alone good complete meals. In addition, it is customizable!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Lunch box;https://us.monbento.com/en/kid-bento-box-mb-tresor-moutarde.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-bento-kids-enfant-children-bambini-ninos-kinder-moutarde_2.png;neuf;en stock;21,90 USD;;monbento;3760192684255;300001021;9,90 USD
3992;The kid’s lunch box - MB Tresor blue Iceberg;At school, at the gym or outdoors: Kids can now eat wherever they want too thanks to the MB Tresor lunch box. This kids’ lunch box is specially designed for the little gourmets on-the-go and enables to protect, transport, and eat alone good complete meals. In addition, it is customizable!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Lunch box;https://us.monbento.com/en/kid-bento-box-mb-tresor-iceberg.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-lunch-box-boite-bento-enfants-mb-tresor-iceberg-bleu.png;neuf;en stock;21,90 USD;;monbento;3760192683531;300001119;9,90 USD
3991;The kid’s bento box - MB Tresor pink Litchi;At school, at the gym or outdoors: Kids can now eat wherever they want too thanks to the MB Tresor lunch box. This kids’ lunch box is specially designed for the little gourmets on-the-go and enables to protect, transport, and eat alone good complete meals. In addition, it is customizable!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Lunch box;https://us.monbento.com/en/kid-bento-box-mb-tresor-litchi.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-lunch-box-boite-bento-enfants-mb-tresor-litchi-rose.png;neuf;en stock;21,90 USD;;monbento;3760192683524;300001166;9,90 USD
4479;The kid’s bento lunch box - MB Tresor green Apple;At school, at the gym or outdoors: Kids can now eat wherever they want too thanks to the MB Tresor lunch box. This kids’ lunch box is specially designed for the little gourmets on-the-go and enables to protect, transport, and eat alone good complete meals. In addition, it is customizable!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Lunch box;https://us.monbento.com/en/kid-bento-box-mb-tresor-green-apple.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/b/e/bento-kids-mb-tresor-green-apple.png;neuf;en stock;21,90 USD;;monbento;3760192685542;300001255;9,90 USD
4638;The snack box -  MB Gram pink Blush;"Are you hungry? What better than a snack box slipped in your handbag to protect and transport a good complete snack?
Compact and reliable, the MB Gram snack box is the perfect companion for young and old sweet breaks lovers.
In addition, it is customizable! No more snacks unfortunately swapped in the school lobby, in the playground, sports or at the office!";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Boîte à goûter;https://us.monbento.com/en/snack-box-for-kids-monbento-mb-gram-pink-blush.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/g/r/gram-blush-pers.png;neuf;en stock;15,90 USD;;monbento;3760192686723;16010029;9,90 USD
4637;The snack box - MB Gram blue Infinity;"Are you hungry? What better than a snack box slipped in your handbag to protect and transport a good complete snack?
Compact and reliable, the MB Gram snack box is the perfect companion for young and old sweet breaks lovers.
In addition, it is customizable! No more snacks unfortunately swapped in the school lobby, in the playground, sports or at the office!";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Boîte à goûter;https://us.monbento.com/en/snack-box-kids-monbento-mb-gram-blue-infinity.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/g/r/gram-bleuinfinity-pers.png;neuf;en stock;15,90 USD;;monbento;3760192686716;16010028;9,90 USD
4322;The snack box bpa free -MB Gram yellow Moutarde;"Are you hungry? What better than a snack box slipped in your handbag to protect and transport a good complete snack?
Compact and reliable, the MB Gram snack box is the perfect companion for young and old sweet breaks lovers.
In addition, it is customizable! No more snacks unfortunately swapped in the school lobby, in the playground, sports or at the office!";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Boîte à goûter;https://us.monbento.com/en/snack-box-mb-gram-moutarde.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-mb-gram-jaune-yellow-giallo-amarillo-gelb_1.png;neuf;en stock;15,90 USD;;monbento;3760192684309;300002021;9,90 USD
3993;The snack box -  MB Gram pink Litchi;"Are you hungry? What better than a snack box slipped in your handbag to protect and transport a good complete snack?
Compact and reliable, the MB Gram snack box is the perfect companion for young and old sweet breaks lovers.
In addition, it is customizable! No more snacks unfortunately swapped in the school lobby, in the playground, sports or at the office!";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Boîte à goûter;https://us.monbento.com/en/snack-box-mb-gram-litchi.html;https://www.monbento.com/media/wysiwyg/images-flux/monbento-boite-gouter-sans-bpa-mb-gram-litchi-rose.jpg;neuf;en stock;15,90 USD;;monbento;3760192683555;300002166;9,90 USD
4480;The snack box - MB Gram green Apple;"Are you hungry? What better than a snack box slipped in your handbag to protect and transport a good complete snack?
Compact and reliable, the MB Gram snack box is the perfect companion for young and old sweet breaks lovers.
In addition, it is customizable! No more snacks unfortunately swapped in the school lobby, in the playground, sports or at the office!";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Boîte à goûter;https://us.monbento.com/en/snack-box-mb-gram-green-apple.html;https://www.monbento.com/media/wysiwyg/images-flux/snack-box-kids-green-mb-gram-apple-monbento.jpg;neuf;en stock;15,90 USD;;monbento;3760192685559;300002255;9,90 USD
3994;The snack box - MB Gram blue Iceberg ;"Are you hungry? What better than a snack box slipped in your handbag to protect and transport a good complete snack?
Compact and reliable, the MB Gram snack box is the perfect companion for young and old sweet breaks lovers.
In addition, it is customizable! No more snacks unfortunately swapped in the school lobby, in the playground, sports or at the office!";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Boîte à goûter;https://us.monbento.com/en/snack-box-mb-gram-iceberg.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-boite-gouter-sans-bpa-mb-gram-iceberg-bleu.png;neuf;en stock;15,90 USD;;monbento;3760192683562;300002119;9,90 USD
4633;The 50cl bottle - MB Positive M pink Flamingo;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/to-go-bottle-reusable-bottle-bpa-free-monbento-mb-positive-m-pink-flamingo.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/p/o/positive-m-flamingo-face.png;neuf;en stock;16,90 USD;;monbento;3760192686594;15010022;9,90 USD
4634;The 50cl bottle - MB Positive M blue Crystal;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/to-go-bottle-reusable-bottle-bpa-free-monbento-mb-positive-m-blue-crystal.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/p/o/positive-m-crystal-face.png;neuf;en stock;16,90 USD;;monbento;3760192686600;15010018;9,90 USD
4324;The 50cl bottle - MB Positive M blue Denim;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-m-denim-bottle.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-bottle-bouteille-bottiglia-bottella-flasche-mb-positive-m-denim.png;neuf;en stock;16,90 USD;;monbento;3760192684163;101101020;9,90 USD
4473;The 50cl bottle - MB Positive M pink Blush;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-m-pink-blush-bottle.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/r/e/reusable-bottle-bpa-free-mb-positive-blush-monbento.png;neuf;en stock;16,90 USD;;monbento;3760192685450;101101026;9,90 USD
3396;The 50cl bottle -  MB Positive M green Matcha;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-m-matcha-bottle.html;https://www.monbento.com/media/wysiwyg/images-flux/monbento-bouteille-sans-bpa-reutilisable-mb-positive-m-vert-matcha.jpg;neuf;en stock;16,90 USD;;monbento;3760192683401;101101055;9,90 USD
3997;The 50cl bottle - MB Positive M black Onyx;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-m-black-bottle.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-bouteille-sans-bpa-reutilisable-mb-positive-m-noir.png;neuf;en stock;16,90 USD;;monbento;3760192683395;101101002;9,90 USD
3995;The 50cl bottle - MB Positive M pink Litchi;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-m-litchi-bottle.html;https://www.monbento.com/media/wysiwyg/images-flux/monbento-bouteille-sans-bpa-reutilisable-mb-positive-m-rose-litchi.jpg;neuf;en stock;16,90 USD;;monbento;3760192683388;101101066;9,90 USD
4449;The 50cl bottle - MB Positive M grey Coton;"Easy to slip in a bag, perfectly airtight and light…The plastic MB Positive M bottle has many assets: in addition to its convenience, this reusable BPA-free* bottle enables to stay hydrated in all situations – at the office, at the gym, while taking a walk – and to take action on the environment by reducing one’s own personal use of disposable plastic water bottles. That’s one clever 50cl bottle! 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-m-coton-bottle.html;https://www.monbento.com/media/wysiwyg/images-flux/monbento-bouteille-reutilisable-reusable-bottle-mb-positive-m-coton.jpg;neuf;en stock;16,90 USD;;monbento;3760192684125;101101011;9,90 USD
4636;The 33cl small bottle bpa free - MB Positive S pink Blush;"Easy to slip in a bag, perfectly airtight and light… By monbento, we have chosen to always see the bottle half full with the MB Positive S to-go bottle. This little reusable and BPA-free* plastic bottle will quench your thirst throughout the day or while you are at the gym and will seduce you thanks to its convenient and ecological aspect. 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/small-to-go-bottle-reusable-bottle-bpa-free-monbento-mb-positive-s-pink-blush.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/p/o/positive-s-blush-face.png;neuf;en stock;14,90 USD;;monbento;3760192686136;101101126;9,90 USD
4635;The 33cl reusable bottle - MB Positive S blue Infinity;"Easy to slip in a bag, perfectly airtight and light… By monbento, we have chosen to always see the bottle half full with the MB Positive S to-go bottle. This little reusable and BPA-free* plastic bottle will quench your thirst throughout the day or while you are at the gym and will seduce you thanks to its convenient and ecological aspect. 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/small-to-go-bottle-reusable-bottle-bpa-free-monbento-mb-positive-s-blue-infinity.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/p/o/positive-s-infinity-face.png;neuf;en stock;14,90 USD;;monbento;3760192686617;32010027;9,90 USD
3998;The 33cl water bottle - MB Positive S pink Litchi;"Easy to slip in a bag, perfectly airtight and light… By monbento, we have chosen to always see the bottle half full with the MB Positive S to-go bottle. This little reusable and BPA-free* plastic bottle will quench your thirst throughout the day or while you are at the gym and will seduce you thanks to its convenient and ecological aspect. 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-s-litchi-bottle.html;https://www.monbento.com/media/wysiwyg/images-flux/monbento-little-reusable-bottle-mb-positive-s-pink-litchi.jpg;neuf;en stock;14,90 USD;;monbento;3760192683425;101101166;9,90 USD
4323;The 33cl reusable bottle - MB Positive S yellow Moutarde;"Easy to slip in a bag, perfectly airtight and light… By monbento, we have chosen to always see the bottle half full with the MB Positive S to-go bottle. This little reusable and BPA-free* plastic bottle will quench your thirst throughout the day or while you are at the gym and will seduce you thanks to its convenient and ecological aspect. 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-s-moutarde-bottle.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-bottle-bouteille-bottiglia-bottella-flasche-mb-positive-s-moutarde.png;neuf;en stock;14,90 USD;;monbento;3760192684170;101101121;9,90 USD
3999;The 33cl small bottle bpa free - MB Positive S blue Iceberg;"Easy to slip in a bag, perfectly airtight and light… By monbento, we have chosen to always see the bottle half full with the MB Positive S to-go bottle. This little reusable and BPA-free* plastic bottle will quench your thirst throughout the day or while you are at the gym and will seduce you thanks to its convenient and ecological aspect. 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-s-iceberg-bottle.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-little-reusable-bottle-mb-positive-s-blue-iceberg.png;neuf;en stock;14,90 USD;;monbento;3760192683432;101101119;9,90 USD
4474;The 33cl water bottle - MB Positive S green Apple;"Easy to slip in a bag, perfectly airtight and light… By monbento, we have chosen to always see the bottle half full with the MB Positive S to-go bottle. This little reusable and BPA-free* plastic bottle will quench your thirst throughout the day or while you are at the gym and will seduce you thanks to its convenient and ecological aspect. 

*In accordance with the regulations";Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/mb-positive-s-green-apple-bottle.html;https://www.monbento.com/media/wysiwyg/images-flux/small-plastic-bottle-bpa-free-mb-positive-apple-monbento.jpg;neuf;en stock;14,90 USD;;monbento;3760192685467;101101255;9,90 USD
4681;The compact insulated bottle - MB Pop blue Infinity;With its attractive stainless steel design, the MB Pop compact insulated bottle keeps your drinks hot or cold up for to 12h. Its sports cap and safety button, together with its practical pouring spout, make it the ideal choice in any situation! Its compact, easy-to-carry size is ideal for all handbags or sports bags, while its 360 ml capacity is perfect for enjoying fresh juices and steaming coffees, teas and chocolates. With its deep Infinity blue colour, you’ll just love using this to-go bottle in your day-to-day life!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-water-bottle-bottle-reusable-bottle-bpa-free-monbento-mb-pop-blue-infinity.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/b/mbpop-infinity-face.png;neuf;en stock;24,90 USD;;monbento;3760192686891;36220027;9,90 USD
4682;The compact insulated bottle - MB Pop pink Flamingo;With its attractive stainless steel design, the MB Pop compact insulated bottle keeps your drinks hot or cold up for to 12h. Its sports cap and safety button, together with its practical pouring spout, make it the ideal choice in any situation! Its compact, easy-to-carry size is ideal for all handbags or sports bags, while its 360 ml capacity is perfect for enjoying fresh juices and steaming coffees, teas and chocolates. With its deep Infinity blue colour, you’ll just love using this to-go bottle in your day-to-day life!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-water-bottle-bottle-reusable-bottle-bpa-free-monbento-mb-pop-pink-flamingo.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/b/mbpop-flamingo-face.png;neuf;en stock;24,90 USD;;monbento;3760192686907;36220022;9,90 USD
4683;The compact insulated bottle - MB Pop pink Licorne;With its attractive stainless steel design, the MB Pop compact insulated bottle keeps your drinks hot or cold up for to 12h. Its sports cap and safety button, together with its practical pouring spout, make it the ideal choice in any situation! Its compact, easy-to-carry size is ideal for all handbags or sports bags, while its 360 ml capacity is perfect for enjoying fresh juices and steaming coffees, teas and chocolates. With its deep Infinity blue colour, you’ll just love using this to-go bottle in your day-to-day life!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-water-bottle-unicorn-water-bottle-bpa-free-monbento-mb-pop-pink-unicorn.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/b/mbpop-licorne-face.png;neuf;en stock;26,90 USD;;monbento;3760192686877;36224015;9,90 USD
4453;The thermo bottle - MB Steel graphic Jungle - nature - leaves;For all coffee, tea or only water at the right temperature desires, the MB Steel insulated bottle may be used at the office or when hiking. Made with stainless steel and equipped with a double wall, it keeps your drink warm or cold up to 12 hours and protect the hands from extreme temperatures. In addition, its integrated infuser facilitates the preparation of all infused drinks! A super handy insulated bottle which also got style!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-bottle-monbento-mb-steel-jungle.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/b/mb-steel-bottle-insulated-green-jungle.png;neuf;en stock;32,90 USD;;monbento;3760192685566;401101430;9,90 USD
3607;The insulated bottle - MB Steel black Onyx;For all coffee, tea or only water at the right temperature desires, the MB Steel insulated bottle may be used at the office or when hiking. Made with stainless steel and equipped with a double wall, it keeps your drink warm or cold up to 12 hours and protect the hands from extreme temperatures. In addition, its integrated infuser facilitates the preparation of all infused drinks! A super handy insulated bottle which also got style!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-bottle-monbento-mb-steel-onyx.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-bouteille-isotherme-mb-steel-onyx-noir.png;neuf;en stock;29,90 USD;;monbento;3760192682978;401101002;9,90 USD
4034;The thermo bottle - MB Steel metallic Cuivre;For all coffee, tea or only water at the right temperature desires, the MB Steel insulated bottle may be used at the office or when hiking. Made with stainless steel and equipped with a double wall, it keeps your drink warm or cold up to 12 hours and protect the hands from extreme temperatures. In addition, its integrated infuser facilitates the preparation of all infused drinks! A super handy insulated bottle which also got style!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-bottle-monbento-mb-steel-cuivre.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-bouteille-isotherme-insulated-bottle-mb-steel.png;neuf;en stock;29,90 USD;;monbento;3760192683579;401101111;9,90 USD
3606;The thermo bottle - MB Steel metallic Silver;For all coffee, tea or only water at the right temperature desires, the MB Steel insulated bottle may be used at the office or when hiking. Made with stainless steel and equipped with a double wall, it keeps your drink warm or cold up to 12 hours and protect the hands from extreme temperatures. In addition, its integrated infuser facilitates the preparation of all infused drinks! A super handy insulated bottle which also got style!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-bottle-monbento-mb-steel-silver.html;https://www.monbento.com/media/wysiwyg/images-flux/monbento-steel-bouteille-bottle-insulated-silver.jpg;neuf;en stock;29,90 USD;;monbento;3760192682961;401101000;9,90 USD
4423;The thermo bottle - MB Steel graphic Blossom;For all coffee, tea or only water at the right temperature desires, the MB Steel insulated bottle may be used at the office or when hiking. Made with stainless steel and equipped with a double wall, it keeps your drink warm or cold up to 12 hours and protect the hands from extreme temperatures. In addition, its integrated infuser facilitates the preparation of all infused drinks! A super handy insulated bottle which also got style!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-bottle-monbento-mb-steel-blossom.html;https://www.monbento.co.uk/media/resized/532/532//media/catalog/product/m/b/mb-steel-monbento-red-blossom-insulated.png;neuf;en stock;32,90 USD;;monbento;3760192685122;401101333;9,90 USD
4676;The smart insulated bottle - MB Genius black Onyx;Designed in stainless steel, the MB Genius insulated bottle will keep your drinks hot or cold for up to 12 hours (depending on the content and the conditions of use). Just shake to initiate the smart lid which will show the temperature of the bottle's contents (temperature in °C)! Whether in your bag or on your desk, the bottle shows the temperature of your favourite drinks before you enjoy them!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-smart-bottle-temperature-display-monbento-mb-genius-black-onyx.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/g/e/genius-onyx-face.png;neuf;en stock;39,90 USD;;monbento;3760192686785;34024002;9,90 USD
4675;The smart thermo bottle - MB Genius graphic Strawberry ;Designed in stainless steel, the MB Genius insulated bottle will keep your drinks hot or cold for up to 12 hours (depending on the content and the conditions of use). Just shake to initiate the smart lid which will show the temperature of the bottle's contents (temperature in °C)! Whether in your bag or on your desk, the bottle shows the temperature of your favourite drinks before you enjoy them!;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Bouteilles réutilisables;https://us.monbento.com/en/insulated-smart-bottle-temperature-display-monbento-mb-genius-graphic-strawberry.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/g/e/genius-strawberry-face.png;neuf;en stock;44,90 USD;;monbento;3760192686778;34024013;9,90 USD
3466;The nomad cutlery set for lunch box - MB Pocket black Onyx;A fork, a knife, a spoon: that’s the necessary cutlery set to be as comfortable as at home when having lunch outside. That’s why none of these accessories is missing in the monbento reusable cutlery set! Designed in stainless steel and equipped with a plastic stand, this set is also very reliable and fit easily in the monbento bento boxes. A reliable partner for a lunch without boundaries. ;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Couverts Lunch box;https://us.monbento.com/en/mb-pocket-black-nomad-cutlery-set-for-bento-box.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-mb-pocket-black-cutlery.png;neuf;en stock;17,90 USD;;monbento;3760192682305;100701002;9,90 USD
4330;The bento box cutlery set - MB Pocket grey Coton;A fork, a knife, a spoon: that’s the necessary cutlery set to be as comfortable as at home when having lunch outside. That’s why none of these accessories is missing in the monbento reusable cutlery set! Designed in stainless steel and equipped with a plastic stand, this set is also very reliable and fit easily in the monbento bento boxes. A reliable partner for a lunch without boundaries. ;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Couverts Lunch box;https://us.monbento.com/en/mb-pocket-coton-nomad-cutlery-set.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-mb-pocket-coton.png;neuf;en stock;17,90 USD;;monbento;3760192684231;100701011;9,90 USD
4477;The bento box cutlery set - MB Pocket pink Blush;A fork, a knife, a spoon: that’s the necessary cutlery set to be as comfortable as at home when having lunch outside. That’s why none of these accessories is missing in the monbento reusable cutlery set! Designed in stainless steel and equipped with a plastic stand, this set is also very reliable and fit easily in the monbento bento boxes. A reliable partner for a lunch without boundaries. ;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Couverts Lunch box;https://us.monbento.com/en/mb-pocket-blush-nomad-cutlery-set.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-cutlery-lunch-box-set-mb-pocket-blush.png;neuf;en stock;17,90 USD;;monbento;3760192685528;100701126;9,90 USD
3985;The nomad cutlery set for lunch box - MB Pocket pink Litchi;A fork, a knife, a spoon: that’s the necessary cutlery set to be as comfortable as at home when having lunch outside. That’s why none of these accessories is missing in the monbento reusable cutlery set! Designed in stainless steel and equipped with a plastic stand, this set is also very reliable and fit easily in the monbento bento boxes. A reliable partner for a lunch without boundaries. ;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Couverts Lunch box;https://us.monbento.com/en/mb-pocket-litchi-nomad-cutlery-set.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/m/o/monbento-couverts-bento-box-mb-pocket-rose-litchi.png;neuf;en stock;17,90 USD;;monbento;3760192683463;100701066;9,90 USD
4671;The biodegradable-plastic cutlery set for lunch box - MB Pocket Color blue Infinity;Taking action on the environment while possessing a colorful and original cutlery set? For these wishes there are the MB Pocket Color cutlery sets, which is 100% biodegradable thanks to PLA (a plant-based plastic). This set which is composed of a fork, a knife and a spoon can easily slip in a monbento lunch box so you can take them away where you want: lunches at the office, a picnic with the kids ...;Maison et jardin > Arts de la table et arts culinaires > Supports pour aliments et boissons > Sacs déjeuner et boites à  repas;Couverts Lunch box;https://us.monbento.com/en/biodegradable-plastic-bento-box-cutlery-set-monbento-mb-pocket-color-blue-infinity.html;https://www.monbento.com/media/resized/532/532//media/catalog/product/p/o/pocket-color-infinity-iso_2.png;neuf;en stock;9,90 USD;;monbento;3760192686747;24050028;9,90 USD
