" (Out of area)", "Su dirección de entrega está ubicada en una zona dicha de " difícil acceso " por nuestro transportista. Por consiguiente un suplemento de 20€ sin IVA fue añadido al tarifa de entrega. Para cualquier informe adicional, por favor consulte la página “envíos”."
"Recipe","Receta"
